freq,unit,schedule,tra_cov,tra_meas,rep_airp\TIME_PERIOD	2024-09 	2024-10 	2024-11 	2024-12 	2025-01 	2025-02 	2025-03 	2025-04 	2025-05 	2025-06 	2025-07 	2025-08 	2025-09 	2025-10 	2025-11 	2025-12 
M,PAS,TOT,NAT,PAS_CRD,EL_LGSM	19725 	16987 	4206 	13766 	12265 	11898 	12582 	15586 	16274 	21524 	26785 	28625 	: 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,EL_LGSO	1761 	1236 	953 	933 	1013 	887 	1008 	1465 	1274 	3222 	3945 	3727 	: 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,EL_LGSR	170584 	153762 	62507 	37314 	18662 	24383 	39133 	86957 	132891 	141955 	138390 	140136 	: 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,EL_LGST	3827 	3233 	2236 	2377 	2191 	1452 	2195 	3059 	2385 	3312 	4959 	9478 	: 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,EL_LGSY	1566 	990 	358 	409 	270 	330 	756 	698 	771 	1886 	2891 	3035 	: 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,EL_LGTS	225467 	215985 	198046 	192434 	178787 	177565 	194956 	201533 	203689 	224672 	239836 	228327 	: 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,EL_LGZA	14150 	8426 	4269 	4015 	3715 	1183 	4207 	7011 	8935 	13783 	15328 	15629 	: 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,ES_GCFV	167992 	157969 	147758 	150295 	134245 	132234 	151845 	160147 	170180 	173043 	205232 	212286 	182659 	167340 	138844 	139329 
M,PAS,TOT,NAT,PAS_CRD,ES_GCHI	30744 	27498 	26604 	25488 	22720 	21872 	23529 	24834 	24749 	25828 	30428 	34006 	28489 	26415 	25811 	23514 
M,PAS,TOT,NAT,PAS_CRD,ES_GCLA	108256 	105576 	99463 	104790 	94010 	89065 	107062 	106476 	108363 	108094 	121392 	126681 	109630 	105403 	99742 	101951 
M,PAS,TOT,NAT,PAS_CRD,ES_GCLP	607149 	627941 	590827 	618116 	549659 	524790 	591036 	632259 	658255 	660296 	701305 	700883 	646221 	649986 	584983 	606229 
M,PAS,TOT,NAT,PAS_CRD,ES_GCRR	256217 	244589 	223379 	230016 	205497 	192552 	219618 	236074 	247034 	263334 	298760 	309261 	256223 	240435 	214583 	219162 
M,PAS,TOT,NAT,PAS_CRD,ES_GCTS	97143 	95762 	90150 	97234 	87071 	79618 	94861 	96101 	98941 	102784 	106722 	111628 	93879 	92725 	70181 	75375 
M,PAS,TOT,NAT,PAS_CRD,ES_GCXO	583458 	585770 	559442 	570765 	517145 	498727 	573279 	590353 	610096 	616922 	668129 	681261 	628331 	617740 	558594 	573104 
M,PAS,TOT,NAT,PAS_CRD,ES_GEML	42718 	42419 	38332 	45210 	38458 	37718 	39422 	43068 	45544 	46962 	47485 	50734 	45847 	46531 	43392 	45259 
M,PAS,TOT,NAT,PAS_CRD,ES_LEAL	239077 	227079 	193372 	196899 	165498 	167282 	199853 	219853 	224605 	229791 	234026 	239865 	219905 	218497 	179083 	177092 
M,PAS,TOT,NAT,PAS_CRD,ES_LEAM	34293 	33181 	31281 	31874 	27802 	34654 	48171 	36713 	32401 	34023 	32522 	31239 	32836 	33502 	34404 	32469 
M,PAS,TOT,NAT,PAS_CRD,ES_LEAS	142780 	132763 	112909 	120807 	103776 	103394 	126589 	123275 	134018 	146940 	159779 	156788 	146338 	139375 	123198 	123314 
M,PAS,TOT,NAT,PAS_CRD,ES_LEBB	364522 	348390 	288605 	297033 	237808 	264397 	317675 	335550 	368365 	368684 	355148 	334014 	357034 	371721 	300272 	293403 
M,PAS,TOT,NAT,PAS_CRD,ES_LEBL	1267103 	1236721 	1064866 	1104081 	990604 	997124 	1145856 	1171725 	1266558 	1291907 	1321737 	1292131 	1247108 	1263029 	1070238 	1068312 
M,PAS,TOT,NAT,PAS_CRD,ES_LECO	99350 	94500 	91741 	94815 	88275 	89330 	99796 	97446 	100589 	98746 	102375 	96851 	96802 	104465 	97570 	95967 
M,PAS,TOT,NAT,PAS_CRD,ES_LEGE	350 	558 	197 	557 	254 	271 	219 	334 	626 	77 	156 	391 	363 	438 	394 	409 
M,PAS,TOT,NAT,PAS_CRD,ES_LEGR	86492 	89278 	90971 	98123 	89359 	90476 	98390 	85409 	89866 	87816 	82622 	82887 	86894 	97618 	96187 	103967 
M,PAS,TOT,NAT,PAS_CRD,ES_LEIB	404181 	308306 	216846 	217053 	193925 	195266 	250711 	289706 	335692 	420402 	480576 	476750 	400062 	304216 	220536 	208473 
M,PAS,TOT,NAT,PAS_CRD,ES_LEJR	54667 	49922 	39830 	40046 	31167 	32629 	38993 	39675 	44478 	41258 	49762 	51869 	42466 	40620 	35569 	33854 
M,PAS,TOT,NAT,PAS_CRD,ES_LEMD	1498404 	1441863 	1379342 	1416432 	1331146 	1250326 	1409293 	1365841 	1422613 	1473593 	1530566 	1475965 	1396702 	1414904 	1275131 	1302164 
M,PAS,TOT,NAT,PAS_CRD,ES_LEMG	389828 	371840 	288086 	313495 	267534 	276498 	323363 	364648 	405197 	426593 	478118 	481826 	433245 	387444 	300792 	314756 
M,PAS,TOT,NAT,PAS_CRD,ES_LEMH	248551 	161439 	100544 	100294 	83648 	88841 	112350 	155046 	180695 	260966 	303700 	305809 	248515 	157975 	105070 	95784 
M,PAS,TOT,NAT,PAS_CRD,ES_LEMI	14065 	7737 	6575 	7266 	6009 	5459 	5745 	6927 	7405 	12074 	13278 	14982 	11683 	8811 	7290 	7714 
M,PAS,TOT,NAT,PAS_CRD,ES_LEPA	816942 	742429 	641537 	656609 	565422 	592554 	727222 	772624 	803757 	851742 	900478 	911115 	808774 	747945 	654327 	652910 
M,PAS,TOT,NAT,PAS_CRD,ES_LEPP	18341 	18191 	16827 	16527 	16599 	16388 	18906 	19232 	19212 	19419 	20142 	18194 	18939 	21042 	19141 	19569 
M,PAS,TOT,NAT,PAS_CRD,ES_LERS	156 	38 	16 	8 	4 	3 	2 	120 	16 	319 	1035 	934 	337 	1 	0 	99 
M,PAS,TOT,NAT,PAS_CRD,ES_LESO	46035 	41837 	35113 	30896 	27598 	28562 	36539 	38981 	42875 	45634 	45133 	43932 	43022 	42560 	31645 	32163 
M,PAS,TOT,NAT,PAS_CRD,ES_LEST	245129 	235128 	208007 	212819 	166850 	162489 	213516 	224047 	237005 	247118 	263600 	265016 	242783 	220230 	135525 	144702 
M,PAS,TOT,NAT,PAS_CRD,ES_LEVC	278499 	259491 	203781 	218980 	194000 	207857 	255172 	256953 	265639 	271706 	281012 	282253 	257547 	258196 	222211 	216252 
M,PAS,TOT,NAT,PAS_CRD,ES_LEVD	12286 	11876 	7284 	11463 	7560 	6730 	8113 	4101 	3114 	2057 	4840 	6247 	3809 	4525 	6589 	9130 
M,PAS,TOT,NAT,PAS_CRD,ES_LEVT	17130 	16562 	9424 	10057 	10166 	8047 	10059 	23546 	21608 	16833 	19528 	19609 	17662 	22632 	15934 	17885 
M,PAS,TOT,NAT,PAS_CRD,ES_LEVX	96444 	87464 	84347 	91754 	75024 	74839 	85976 	82544 	87418 	89749 	99086 	106663 	87970 	87097 	92065 	92179 
M,PAS,TOT,NAT,PAS_CRD,ES_LEXJ	54665 	47540 	36373 	37699 	33016 	37868 	44266 	49617 	49867 	51951 	57850 	60561 	51827 	52436 	43366 	49468 
M,PAS,TOT,NAT,PAS_CRD,ES_LEZG	23833 	21513 	18063 	18744 	15462 	14856 	19406 	26890 	26685 	26727 	31879 	32288 	25735 	24654 	18172 	17455 
M,PAS,TOT,NAT,PAS_CRD,ES_LEZL	395381 	392047 	334299 	349153 	301545 	315610 	378324 	398961 	417781 	384032 	397271 	397073 	400977 	404059 	330821 	340611 
M,PAS,TOT,NAT,PAS_CRD,FI_EFHK	141348 	144581 	181182 	225062 	190365 	192280 	211548 	139668 	114950 	107532 	89719 	111043 	136150 	145475 	176046 	238231 
M,PAS,TOT,NAT,PAS_CRD,FI_EFIV	7773 	7295 	17051 	31252 	25586 	27358 	28666 	11107 	2922 	5032 	5009 	5980 	7405 	6672 	13903 	30781 
M,PAS,TOT,NAT,PAS_CRD,FI_EFJO	3488 	3550 	3223 	2750 	2518 	3177 	3342 	3443 	3548 	3311 	2375 	3372 	3908 	3702 	3436 	2799 
M,PAS,TOT,NAT,PAS_CRD,FI_EFJY	2706 	2576 	2391 	1450 	1615 	2148 	2240 	2364 	2691 	1786 	506 	2234 	2984 	2807 	2492 	1696 
M,PAS,TOT,NAT,PAS_CRD,FI_EFKE	3233 	3721 	2911 	2783 	2373 	2797 	2988 	2507 	2851 	2616 	1714 	2167 	3258 	3422 	3104 	2617 
M,PAS,TOT,NAT,PAS_CRD,FI_EFKI	3619 	3605 	3237 	3056 	2938 	3435 	3590 	2942 	3232 	3223 	2902 	3454 	3941 	4055 	3835 	3109 
M,PAS,TOT,NAT,PAS_CRD,FI_EFKK	2891 	3256 	2693 	2111 	1976 	2210 	2452 	2765 	2890 	2786 	291 	2242 	3024 	3273 	2725 	2394 
M,PAS,TOT,NAT,PAS_CRD,FI_EFKS	2789 	2561 	4931 	9136 	8565 	9634 	10478 	3829 	1950 	2407 	2588 	2899 	3053 	2666 	5023 	8243 
M,PAS,TOT,NAT,PAS_CRD,FI_EFKT	8010 	5423 	16163 	29969 	28634 	31356 	40092 	20892 	2433 	2871 	3057 	3814 	5964 	6099 	15120 	30326 
M,PAS,TOT,NAT,PAS_CRD,FI_EFKU	11235 	12072 	10750 	8935 	8743 	9644 	11042 	10799 	10545 	9657 	8095 	9159 	11479 	12022 	11357 	9086 
M,PAS,TOT,NAT,PAS_CRD,FI_EFMA	2086 	1514 	1365 	1153 	1235 	1222 	1386 	1453 	1752 	2256 	1824 	1889 	1770 	1881 	1390 	1111 
M,PAS,TOT,NAT,PAS_CRD,FI_EFOU	46697 	45720 	47201 	39993 	39282 	40558 	43287 	39207 	45948 	37439 	28655 	37365 	46129 	48301 	47417 	44011 
M,PAS,TOT,NAT,PAS_CRD,FI_EFPO	913 	1073 	1005 	567 	667 	822 	998 	964 	884 	768 	12 	570 	957 	1020 	856 	656 
M,PAS,TOT,NAT,PAS_CRD,FI_EFRO	36878 	42893 	59417 	84876 	58946 	52387 	53586 	28620 	23849 	24839 	24007 	28016 	33006 	39746 	56265 	95367 
M,PAS,TOT,NAT,PAS_CRD,FI_EFSA	495 	397 	516 	369 	405 	358 	540 	375 	494 	658 	827 	293 	630 	492 	601 	439 
M,PAS,TOT,NAT,PAS_CRD,FI_EFTP	0 	3 	2 	283 	484 	1275 	1686 	1 	0 	15 	0 	13 	58 	0 	0 	7 
M,PAS,TOT,NAT,PAS_CRD,FI_EFTU	657 	543 	479 	427 	405 	458 	539 	549 	653 	725 	449 	490 	592 	651 	518 	332 
M,PAS,TOT,NAT,PAS_CRD,FI_EFVA	9101 	9431 	8726 	7472 	7525 	7337 	9084 	8887 	9410 	8601 	8102 	7976 	9253 	9897 	9138 	7725 
M,PAS,TOT,NAT,PAS_CRD,FR_FMCZ	27027 	26116 	21970 	21619 	32891 	23249 	22717 	23893 	24723 	29407 	45234 	: 	: 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,FR_FMEE	144718 	167329 	149566 	177020 	162616 	109459 	132082 	130776 	136614 	137484 	199537 	: 	: 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,FR_LFBD	189214 	187587 	147530 	166708 	142526 	135801 	161802 	167521 	183062 	182863 	146688 	: 	: 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,FR_LFBE	276 	14 	4 	19 	10 	5 	15 	11 	21 	8 	15 	: 	: 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,FR_LFBH	5975 	7091 	5300 	7100 	5705 	5296 	7109 	7341 	7431 	7547 	8438 	: 	: 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,FR_LFBL	2739 	2749 	3062 	2974 	0 	0 	4090 	3638 	3750 	3643 	4008 	: 	: 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,FR_LFBO	274214 	288248 	266632 	287416 	242328 	244210 	283245 	267887 	268132 	282143 	195864 	: 	: 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,FR_LFBP	21762 	22159 	18999 	20927 	17970 	18033 	20579 	20089 	19540 	21963 	18429 	: 	: 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,FR_LFBT	15311 	16795 	15302 	17418 	14631 	13875 	15236 	16130 	16035 	16868 	16425 	: 	: 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,FR_LFBZ	60197 	58313 	36101 	36550 	34849 	32617 	42352 	51610 	55120 	61720 	57430 	: 	: 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,FR_LFKB	133970 	109390 	70946 	80154 	66914 	62090 	65803 	110837 	119395 	135332 	153838 	: 	: 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,FR_LFKC	35042 	22956 	12121 	12856 	10129 	10687 	11692 	24592 	33088 	39355 	52669 	: 	: 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,FR_LFKF	85174 	60529 	22633 	20547 	17082 	0 	21620 	61187 	72728 	96151 	131203 	: 	: 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,FR_LFKJ	153778 	122518 	69644 	76665 	59793 	58607 	62609 	119280 	134342 	158358 	192790 	: 	: 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,FR_LFLB	: 	: 	: 	: 	684 	1203 	928 	277 	41 	16 	205 	: 	: 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,FR_LFLC	12658 	12909 	11548 	11083 	11052 	10649 	11962 	11161 	11435 	11745 	10954 	: 	: 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,FR_LFLL	215267 	212647 	188161 	187933 	185004 	162376 	195278 	192706 	191276 	221610 	191355 	: 	: 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,FR_LFLS	165 	55 	32 	421 	215 	385 	406 	53 	16 	103 	74 	: 	: 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,FR_LFMK	11 	92 	0 	13 	11 	13 	15 	8 	12 	2 	33 	: 	: 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,FR_LFML	300112 	301789 	240703 	256186 	229584 	221122 	246534 	278813 	292268 	305507 	263108 	: 	: 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,FR_LFMN	412047 	401421 	325151 	364722 	296071 	312584 	356368 	389050 	416185 	440929 	380562 	: 	: 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,FR_LFMP	24159 	25140 	17797 	19881 	16214 	14959 	15101 	24737 	24195 	28746 	26401 	: 	: 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,FR_LFMT	85488 	84958 	81299 	87049 	67622 	68269 	76575 	85248 	87500 	90407 	77942 	: 	: 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,FR_LFMU	4352 	4195 	2906 	2307 	2855 	2829 	3374 	5761 	6440 	6190 	6234 	: 	: 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,FR_LFOB	10562 	8418 	3008 	2309 	2855 	2830 	3602 	10059 	11063 	10871 	13024 	: 	: 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,FR_LFOK	239 	223 	262 	374 	356 	402 	246 	139 	195 	15 	5 	: 	: 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,FR_LFOT	6013 	5965 	228 	32 	75 	214 	624 	8825 	9694 	9450 	10669 	: 	: 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,FR_LFPG	606631 	596216 	531107 	590802 	560856 	507196 	561893 	588691 	610817 	658468 	710044 	: 	: 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,FR_LFPO	713577 	742787 	667843 	741215 	700765 	680916 	729018 	783856 	725463 	770835 	798620 	: 	: 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,FR_LFQQ	95026 	96055 	67143 	78193 	49465 	62265 	69707 	78135 	86260 	79135 	60895 	: 	: 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,FR_LFRB	66569 	65664 	54216 	58923 	49303 	48594 	53764 	60620 	60329 	64576 	57936 	: 	: 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,FR_LFRK	34970 	32514 	19608 	24029 	13613 	16355 	20355 	28417 	30640 	34697 	30264 	: 	: 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,FR_LFRN	29660 	31919 	28219 	32711 	25193 	27067 	32139 	28054 	29268 	31097 	25895 	: 	: 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,FR_LFRS	201039 	206189 	151851 	180120 	144966 	147878 	169549 	198909 	205031 	209566 	195021 	: 	: 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,FR_LFRZ	668 	463 	577 	459 	563 	410 	988 	837 	580 	874 	370 	: 	: 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,FR_LFSB	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	: 	: 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,FR_LFST	62945 	71556 	62970 	91181 	48697 	52110 	57441 	70270 	73045 	68637 	48136 	: 	: 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,FR_LFTH	23699 	21284 	8872 	11863 	8786 	9128 	10502 	20954 	21115 	26818 	29605 	: 	: 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,FR_LFTW	38 	2 	12 	0 	0 	20 	2 	11 	2 	5 	204 	: 	: 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,FR_SOCA	38582 	42667 	36838 	47257 	42106 	36545 	39443 	39506 	38632 	39701 	61272 	: 	: 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,FR_TFFF	86326 	98210 	115353 	153395 	162700 	168397 	159510 	156182 	109738 	107822 	159834 	: 	: 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,FR_TFFG	12988 	15654 	16029 	18428 	15045 	14078 	17241 	20480 	19382 	17569 	21024 	: 	: 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,FR_TFFR	100562 	120521 	137211 	179328 	192137 	194102 	184203 	189203 	139073 	131051 	187814 	: 	: 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,HR_LDDU	21292 	22230 	16797 	16093 	13140 	13717 	16305 	20221 	19330 	22746 	23265 	23518 	24325 	22146 	18373 	: 
M,PAS,TOT,NAT,PAS_CRD,HR_LDPL	3717 	3161 	1227 	1319 	1221 	1371 	1636 	2652 	2973 	4536 	4371 	4662 	4112 	3063 	1541 	: 
M,PAS,TOT,NAT,PAS_CRD,HR_LDRI	369 	295 	219 	177 	170 	187 	202 	201 	275 	361 	530 	443 	403 	216 	181 	: 
M,PAS,TOT,NAT,PAS_CRD,HR_LDSP	15253 	13725 	14466 	15179 	12442 	11353 	14687 	12957 	15823 	18719 	21928 	22116 	18698 	16452 	15742 	: 
M,PAS,TOT,NAT,PAS_CRD,HR_LDZA	40198 	39481 	32419 	33342 	27151 	26562 	32569 	36050 	38023 	45920 	50745 	51362 	46836 	42285 	36021 	: 
M,PAS,TOT,NAT,PAS_CRD,HR_LDZD	3032 	2510 	1033 	1252 	1089 	1028 	1117 	1982 	2326 	3143 	4216 	4553 	2936 	2645 	1289 	: 
M,PAS,TOT,NAT,PAS_CRD,HU_LHBP	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	60 	0 	0 	0 	0 
M,PAS,TOT,NAT,PAS_CRD,HU_LHDC	0 	104 	0 	6 	0 	0 	0 	8 	3 	0 	8 	0 	4 	8 	3 	0 
M,PAS,TOT,NAT,PAS_CRD,IE_EICK	0 	0 	125 	0 	311 	0 	0 	302 	0 	0 	0 	175 	4 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,IE_EIDW	14001 	13108 	11436 	12351 	10005 	11161 	12614 	14731 	15207 	16720 	16727 	18193 	13629 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,IE_EIKN	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,IE_EIKY	9724 	9427 	8497 	9588 	6974 	8059 	8937 	10386 	10655 	11816 	11680 	12859 	9518 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,IE_EINN	9 	7 	0 	0 	86 	4 	6 	2 	22 	13 	15 	0 	14 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,IS_BIAR	15650 	16885 	12651 	12663 	12377 	12034 	15237 	13406 	16138 	14099 	15408 	15496 	15797 	14997 	13891 	12642 
M,PAS,TOT,NAT,PAS_CRD,IS_BIEG	: 	: 	: 	: 	6236 	5964 	7075 	7560 	8559 	8229 	8663 	8543 	7569 	7456 	6759 	6619 
M,PAS,TOT,NAT,PAS_CRD,IS_BIIS	: 	: 	: 	: 	1370 	1470 	1967 	2270 	0 	0 	0 	0 	0 	0 	0 	0 
M,PAS,TOT,NAT,PAS_CRD,IS_BIKF	0 	78 	3 	49 	11 	84 	19 	168 	15 	240 	318 	440 	40 	2 	0 	0 
M,PAS,TOT,NAT,PAS_CRD,IS_BIRK	29398 	30238 	23669 	23091 	21740 	20877 	26055 	25190 	28998 	27164 	30744 	30316 	28063 	26869 	24342 	22381 
M,PAS,TOT,NAT,PAS_CRD,IT_LIBC	27756 	24134 	17723 	19758 	17569 	15385 	18557 	30203 	33787 	32956 	33953 	32746 	28570 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,IT_LIBD	309110 	320866 	273802 	269821 	235361 	234250 	280907 	307242 	321210 	303823 	308876 	296492 	290392 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,IT_LIBP	30913 	21533 	16335 	18209 	13505 	13707 	16599 	23500 	24639 	49154 	53660 	51299 	49377 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,IT_LIBR	236773 	219956 	172143 	177203 	147916 	157739 	185440 	209157 	229662 	247607 	265545 	260659 	241556 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,IT_LICA	178065 	168283 	169923 	179075 	155647 	154026 	182616 	176544 	194542 	198457 	206450 	202175 	190703 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,IT_LICB	26619 	18861 	11290 	12113 	8152 	4983 	4983 	6478 	3723 	2423 	4335 	7226 	5740 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,IT_LICC	708007 	680898 	556030 	574717 	488683 	487018 	593182 	646546 	695441 	691812 	687202 	681153 	677798 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,IT_LICD	52112 	25153 	9570 	8479 	7778 	7154 	8842 	12460 	17048 	45885 	73958 	83704 	54632 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,IT_LICG	27819 	14699 	9187 	8761 	8500 	7549 	9417 	12230 	15285 	24667 	30660 	39517 	27113 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,IT_LICJ	603001 	565612 	428440 	447416 	383407 	379897 	462302 	542982 	580284 	584891 	606109 	579906 	588120 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,IT_LICR	44701 	50699 	60971 	62413 	51543 	55388 	62509 	63510 	68589 	68978 	71746 	67929 	66850 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,IT_LICT	87218 	78418 	34918 	41314 	31989 	31240 	42143 	78600 	86076 	85430 	90014 	86197 	81962 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,IT_LIEA	131635 	90882 	62420 	71701 	62900 	60301 	74979 	100523 	110488 	145636 	153922 	155048 	137786 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,IT_LIEE	380804 	329341 	241986 	258933 	219748 	206280 	254072 	325404 	343046 	390425 	416729 	419412 	389723 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,IT_LIEO	264294 	129839 	83003 	90977 	71254 	64236 	80375 	115329 	140702 	277294 	404408 	423673 	250634 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,IT_LIMC	425338 	399201 	305420 	334527 	258350 	298484 	358292 	381705 	408784 	458075 	492007 	492077 	454219 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,IT_LIME	348068 	307838 	266597 	261873 	236225 	231568 	274017 	297928 	317917 	323105 	333136 	333130 	321179 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,IT_LIMF	215326 	215585 	187197 	192617 	169002 	170659 	197482 	201190 	216369 	211633 	214551 	209578 	207722 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,IT_LIMJ	78654 	72840 	50682 	48704 	46322 	49075 	55847 	71553 	78176 	72337 	80440 	75164 	73400 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,IT_LIML	507043 	495074 	457373 	424992 	401346 	360821 	417263 	387278 	420557 	431052 	428612 	376287 	426657 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,IT_LIMP	9303 	7215 	2942 	4837 	4445 	3781 	5609 	14666 	14427 	13496 	14274 	14240 	13608 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,IT_LIPE	257409 	247594 	168890 	173135 	157800 	153474 	190273 	245807 	268026 	279888 	291986 	276065 	251201 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,IT_LIPH	8484 	6105 	1521 	2170 	1454 	1254 	1818 	2218 	2442 	2858 	3285 	3166 	2721 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,IT_LIPK	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,IT_LIPO	35 	13 	23 	17 	15 	105 	13 	8 	227 	55 	76 	102 	78 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,IT_LIPQ	71695 	74627 	56020 	56724 	46330 	48883 	58084 	78769 	85412 	86950 	85713 	80880 	84580 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,IT_LIPR	11723 	10352 	3832 	4039 	3502 	3273 	4029 	9696 	11104 	9398 	9355 	9582 	8866 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,IT_LIPX	154018 	122874 	93693 	106682 	88081 	76539 	97591 	123512 	134091 	155978 	167914 	172243 	153439 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,IT_LIPY	19552 	15772 	9893 	13476 	7221 	5086 	8431 	13926 	15587 	16732 	14633 	13362 	17436 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,IT_LIPZ	218101 	206751 	141220 	161697 	145220 	139076 	164894 	209608 	226143 	231911 	239672 	237439 	231319 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,IT_LIRA	24814 	21335 	11266 	10896 	11655 	11590 	13579 	25843 	27224 	36629 	44781 	42650 	31145 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,IT_LIRF	1002541 	912626 	768576 	756283 	706697 	692561 	825123 	840095 	929789 	984687 	1021026 	942173 	972947 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,IT_LIRN	379796 	353997 	190614 	182526 	221368 	218654 	267567 	327190 	348385 	326208 	322744 	313796 	326118 	: 	: 	: 
M,PAS,TOT,NAT,PAS_CRD,IT_LIRP	126152 	123966 	104569 	109063 	86284 	95149 	117142 	130976 	138641 	152039 	156504 	152016 	137001 	: 	: 	: 
